phi_deg,理论_x,理论_y,实际_x,实际_y,z
244.5,-92.6665,65.5729,-84.5035,59.7965,0
245.0,-92.0907,66.3790,-83.9784,60.5317,0
245.5,-91.5079,67.1801,-83.4470,61.2622,0
246.0,-90.9182,67.9761,-82.9092,61.9881,0
246.5,-90.3215,68.7669,-82.3651,62.7093,0
247.0,-89.7180,69.5525,-81.8148,63.4256,0
247.5,-89.1076,70.3328,-81.2582,64.1372,0
248.0,-88.4905,71.1077,-80.6954,64.8438,0
248.5,-87.8666,71.8772,-80.1264,65.5456,0
249.0,-87.2360,72.6412,-79.5514,66.2423,0
249.5,-86.5988,73.3997,-78.9703,66.9340,0
250.0,-85.9550,74.1527,-78.3832,67.6206,0
250.5,-85.3046,74.8999,-77.7901,68.3020,0
251.0,-84.6477,75.6415,-77.1911,68.9782,0
251.5,-83.9844,76.3773,-76.5862,69.6492,0
252.0,-83.3147,77.1073,-75.9755,70.3149,0
252.5,-82.6387,77.8314,-75.3590,70.9752,0
253.0,-81.9563,78.5496,-74.7368,71.6301,0
253.5,-81.2677,79.2618,-74.1089,72.2796,0
254.0,-80.5729,79.9679,-73.4753,72.9236,0
254.5,-79.8720,80.6680,-72.8361,73.5620,0
255.0,-79.1650,81.3620,-72.1914,74.1948,0
255.5,-78.4520,82.0497,-71.5412,74.8219,0
256.0,-77.7330,82.7312,-70.8855,75.4434,0
256.5,-77.0081,83.4064,-70.2245,76.0591,0
257.0,-76.2773,84.0752,-69.5581,76.6690,0
257.5,-75.5407,84.7376,-68.8864,77.2731,0
258.0,-74.7984,85.3936,-68.2094,77.8713,0
258.5,-74.0504,86.0431,-67.5273,78.4636,0
259.0,-73.2967,86.6860,-66.8400,79.0499,0
259.5,-72.5374,87.3224,-66.1476,79.6301,0
260.0,-71.7726,87.9520,-65.4502,80.2043,0
260.5,-71.0024,88.5750,-64.7478,80.7724,0
261.0,-70.2267,89.1912,-64.0405,81.3344,0
261.5,-69.4457,89.8007,-63.3283,81.8901,0
262.0,-68.6594,90.4033,-62.6112,82.4397,0
262.5,-67.8679,90.9990,-61.8894,82.9829,0
263.0,-67.0712,91.5878,-61.1629,83.5198,0
263.5,-66.2694,92.1696,-60.4317,84.0504,0
264.0,-65.4626,92.7444,-59.6960,84.5745,0
264.5,-64.6507,93.3121,-58.9557,85.0923,0
265.0,-63.8340,93.8727,-58.2109,85.6035,0
265.5,-63.0124,94.4262,-57.4616,86.1082,0
266.0,-62.1860,94.9725,-56.7080,86.6064,0
266.5,-61.3548,95.5116,-55.9501,87.0980,0
267.0,-60.5190,96.0433,-55.1879,87.5829,0
267.5,-59.6786,96.5678,-54.4215,88.0612,0
268.0,-58.8336,97.0849,-53.6509,88.5327,0
268.5,-57.9841,97.5946,-52.8763,88.9975,0
269.0,-57.1303,98.0969,-52.0977,89.4556,0
269.5,-56.2720,98.5917,-51.3150,89.9068,0
270.0,-55.4095,99.0790,-50.5285,90.3512,0
270.5,-54.5428,99.5588,-49.7381,90.7887,0
271.0,-53.6719,100.0310,-48.9440,91.2193,0
271.5,-52.7970,100.4955,-48.1461,91.6429,0
272.0,-51.9180,100.9524,-47.3445,92.0595,0
272.5,-51.0350,101.4017,-46.5394,92.4692,0
273.0,-50.1482,101.8432,-45.7306,92.8718,0
273.5,-49.2576,102.2769,-44.9185,93.2673,0
274.0,-48.3632,102.7029,-44.1028,93.6558,0
274.5,-47.4651,103.1210,-43.2839,94.0371,0
275.0,-46.5634,103.5313,-42.4616,94.4112,0
275.5,-45.6581,103.9337,-41.6361,94.7782,0
276.0,-44.7494,104.3281,-40.8074,95.1379,0
276.5,-43.8373,104.7147,-39.9757,95.4904,0
277.0,-42.9218,105.0932,-39.1408,95.8356,0
277.5,-42.0031,105.4638,-38.3030,96.1735,0
278.0,-41.0812,105.8263,-37.4623,96.5041,0
278.5,-40.1561,106.1808,-36.6187,96.8273,0
279.0,-39.2280,106.5272,-35.7724,97.1432,0
279.5,-38.2969,106.8654,-34.9233,97.4517,0
280.0,-37.3628,107.1956,-34.0716,97.7527,0
280.5,-36.4260,107.5175,-33.2172,98.0463,0
281.0,-35.4863,107.8313,-32.3603,98.3325,0
281.5,-34.5440,108.1369,-31.5010,98.6111,0
282.0,-33.5990,108.4342,-30.6393,98.8822,0
282.5,-32.6515,108.7233,-29.7752,99.1459,0
283.0,-31.7015,109.0041,-28.9089,99.4019,0
283.5,-30.7490,109.2766,-28.0403,99.6504,0
284.0,-29.7942,109.5407,-27.1697,99.8913,0
284.5,-28.8372,109.7966,-26.2969,100.1246,0
285.0,-27.8780,110.0440,-25.4222,100.3503,0
285.5,-26.9166,110.2831,-24.5455,100.5683,0
286.0,-25.9532,110.5138,-23.6670,100.7787,0
286.5,-24.9878,110.7361,-22.7866,100.9814,0
287.0,-24.0205,110.9499,-21.9045,101.1764,0
287.5,-23.0514,111.1553,-21.0208,101.3637,0
288.0,-22.0805,111.3522,-20.1354,101.5432,0
288.5,-21.1079,111.5407,-19.2485,101.7151,0
289.0,-20.1338,111.7206,-18.3602,101.8792,0
289.5,-19.1581,111.8921,-17.4704,102.0355,0
290.0,-18.1809,112.0550,-16.5793,102.1841,0
290.5,-17.2025,112.2097,-15.6773,102.3267,0
291.0,-16.2240,112.3577,-14.7555,102.4661,0
291.5,-15.2463,112.5008,-13.8150,102.6037,0
292.0,-14.2705,112.6408,-12.8566,102.7413,0
292.5,-13.2975,112.7797,-11.8811,102.8805,0
293.0,-12.3282,112.9193,-10.8895,103.0234,0
293.5,-11.3634,113.0615,-9.8826,103.1718,0
294.0,-10.4038,113.2081,-8.8611,103.3278,0
294.5,-9.4498,113.3609,-7.8260,103.4936,0
295.0,-8.5019,113.5217,-6.7779,103.6714,0
295.5,-7.5605,113.6921,-5.7179,103.8634,0
296.0,-6.6258,113.8739,-4.6471,104.0717,0
296.5,-5.6979,114.0686,-3.5665,104.2984,0
297.0,-4.7768,114.2778,-2.4775,104.5457,0
297.5,-3.8623,114.5027,-1.3815,104.8154,0
298.0,-2.9542,114.7449,-0.2804,105.1090,0
298.5,-2.0520,115.0054,0.8242,105.4280,0
299.0,-1.1553,115.2854,1.9302,105.7733,0
299.5,-0.2635,115.5858,3.0357,106.1457,0
300.0,0.6243,115.9075,4.1386,106.5454,0
300.5,1.5089,116.2512,5.2369,106.9721,0
301.0,2.3912,116.6174,6.3288,107.4253,0
301.5,3.2723,117.0065,7.4128,107.9040,0
302.0,4.1533,117.4188,8.4875,108.4069,0
302.5,5.0356,117.8544,9.5521,108.9324,0
303.0,5.9203,118.3130,10.6061,109.4788,0
303.5,6.8088,118.7946,11.6493,110.0441,0
304.0,7.7026,119.2985,12.6819,110.6264,0
304.5,8.6031,119.8243,13.7048,111.2236,0
305.0,9.5116,120.3710,14.7186,111.8336,0
305.5,10.4297,120.9378,15.7248,112.4547,0
306.0,11.3589,121.5234,16.7246,113.0848,0
306.5,12.3004,122.1265,17.7195,113.7221,0
307.0,13.2557,122.7456,18.7112,114.3649,0
307.5,14.2260,123.3792,19.7012,115.0113,0
308.0,15.2127,124.0253,20.6913,115.6596,0
308.5,16.2167,124.6820,21.6829,116.3082,0
309.0,17.2393,125.3473,22.6774,116.9552,0
309.5,18.2812,126.0189,23.6764,117.5992,0
310.0,19.3433,126.6946,24.6808,118.2382,0
310.5,20.4262,127.3719,25.6918,118.8706,0
311.0,21.5304,128.0484,26.7103,119.4945,0
311.5,22.6563,128.7215,27.7370,120.1084,0
312.0,23.8040,129.3887,28.7724,120.7103,0
312.5,24.9737,130.0474,29.8168,121.2984,0
313.0,26.1651,130.6949,30.8705,121.8711,0
313.5,27.3779,131.3287,31.9333,122.4265,0
314.0,28.6117,131.9462,33.0051,122.9630,0
314.5,29.8658,132.5448,34.0856,123.4788,0
315.0,31.1395,133.1221,35.1743,123.9722,0
315.5,32.4318,133.6757,36.2705,124.4419,0
316.0,33.7416,134.2033,37.3735,124.8862,0
316.5,35.0678,134.7027,38.4824,125.3038,0
317.0,36.4090,135.1719,39.5962,125.6934,0
317.5,37.7638,135.6088,40.7139,126.0539,0
318.0,39.1308,136.0118,41.8343,126.3842,0
318.5,40.5082,136.3792,42.9564,126.6835,0
319.0,41.8946,136.7094,44.0791,126.9509,0
319.5,43.2882,137.0012,45.2011,127.1858,0
320.0,44.6872,137.2534,46.3213,127.3878,0
320.5,46.0901,137.4651,47.4388,127.5564,0
321.0,47.4950,137.6354,48.5525,127.6915,0
321.5,48.9002,137.7638,49.6615,127.7928,0
322.0,50.3042,137.8498,50.7650,127.8605,0
322.5,51.7053,137.8932,51.8625,127.8944,0
323.0,53.1019,137.8938,52.9532,127.8949,0
323.5,54.4926,137.8518,54.0368,127.8622,0
324.0,55.8760,137.7673,55.1131,127.7965,0
324.5,57.2508,137.6409,56.1818,127.6982,0
325.0,58.6159,137.4729,57.2431,127.5676,0
325.5,59.9701,137.2642,58.2970,127.4051,0
326.0,61.3125,137.0155,59.3438,127.2112,0
326.5,62.6423,136.7279,60.3839,126.9863,0
327.0,63.9588,136.4024,61.4177,126.7306,0
327.5,65.2614,136.0402,62.4458,126.4447,0
328.0,66.5497,135.6425,63.4688,126.1290,0
328.5,67.8234,135.2109,64.4873,125.7838,0
329.0,69.0824,134.7467,65.5021,125.4096,0
329.5,70.3266,134.2516,66.5140,125.0069,0
330.0,71.5561,133.7271,67.5236,124.5762,0
330.5,72.7712,133.1749,68.5319,124.1179,0
331.0,73.9722,132.5968,69.5396,123.6329,0
331.5,75.1596,131.9945,70.5475,123.1216,0
332.0,76.3339,131.3699,71.5564,122.5849,0
332.5,77.4959,130.7247,72.5673,122.0236,0
333.0,78.6463,130.0608,73.5809,121.4386,0
333.5,79.7860,129.3800,74.5982,120.8309,0
334.0,80.9161,128.6842,75.6201,120.2017,0
334.5,82.0375,127.9751,76.6475,119.5520,0
335.0,83.1514,127.2546,77.6814,118.8833,0
335.5,84.2587,126.5242,78.7158,118.2009,0
336.0,85.3596,125.7841,79.7443,117.5095,0
336.5,86.4540,125.0344,80.7667,116.8091,0
337.0,87.5418,124.2752,81.7830,116.0999,0
337.5,88.6230,123.5065,82.7930,115.3818,0
338.0,89.6974,122.7284,83.7967,114.6549,0
338.5,90.7650,121.9410,84.7941,113.9193,0
339.0,91.8256,121.1443,85.7850,113.1750,0
339.5,92.8793,120.3384,86.7693,112.4220,0
340.0,93.9259,119.5233,87.7471,111.6606,0
340.5,94.9654,118.6991,88.7182,110.8906,0
341.0,95.9976,117.8658,89.6825,110.1122,0
341.5,97.0225,117.0236,90.6400,109.3254,0
342.0,98.0400,116.1725,91.5905,108.5302,0
342.5,99.0500,115.3125,92.5341,107.7268,0
343.0,100.0526,114.4438,93.4707,106.9152,0
343.5,101.0474,113.5663,94.4001,106.0955,0
344.0,102.0346,112.6802,95.3224,105.2676,0
344.5,103.0141,111.7855,96.2374,104.4318,0
345.0,103.9856,110.8823,97.1451,103.5880,0
345.5,104.9493,109.9706,98.0453,102.7363,0
346.0,105.9050,109.0506,98.9381,101.8768,0
346.5,106.8526,108.1222,99.8234,101.0095,0
347.0,107.7920,107.1857,100.7010,100.1346,0
347.5,108.7233,106.2409,101.5710,99.2520,0
348.0,109.6463,105.2881,102.4333,98.3619,0
348.5,110.5609,104.3273,103.2878,97.4642,0
349.0,111.4671,103.3585,104.1343,96.5592,0
349.5,112.3648,102.3818,104.9730,95.6468,0
350.0,113.2540,101.3974,105.8037,94.7271,0
350.5,114.1345,100.4052,106.6263,93.8002,0
351.0,115.0063,99.4054,107.4408,92.8661,0
351.5,115.8694,98.3980,108.2471,91.9250,0
352.0,116.7237,97.3831,109.0451,90.9769,0
352.5,117.5691,96.3608,109.8349,90.0218,0
353.0,118.4055,95.3312,110.6163,89.0599,0
353.5,119.2329,94.2943,111.3893,88.0912,0
354.0,120.0512,93.2502,112.1538,87.1158,0
354.5,120.8604,92.1990,112.9097,86.1338,0
355.0,121.6604,91.1408,113.6571,85.1452,0
355.5,122.4511,90.0757,114.3958,84.1501,0
356.0,123.2325,89.0037,115.1257,83.1486,0
356.5,124.0045,87.9249,115.8470,82.1408,0
357.0,124.7670,86.8394,116.5594,81.1268,0
357.5,125.5201,85.7473,117.2629,80.1065,0
358.0,126.2636,84.6487,117.9575,79.0802,0
358.5,126.9975,83.5436,118.6431,78.0478,0
359.0,127.7217,82.4322,119.3196,77.0095,0
359.5,128.4362,81.3145,119.9871,75.9653,0
