phi_deg,理论_x,理论_y,实际_x,实际_y,z
250.0,-55.2334,-20.1033,-46.7681,-14.7800,0
250.5,-55.5155,-19.6591,-47.0970,-14.2618,0
251.0,-55.8032,-19.2146,-47.4325,-13.7436,0
251.5,-56.0968,-18.7697,-47.7742,-13.2259,0
252.0,-56.3963,-18.3243,-48.1216,-12.7091,0
252.5,-56.7018,-17.8780,-48.4743,-12.1940,0
253.0,-57.0135,-17.4308,-48.8320,-11.6808,0
253.5,-57.3313,-16.9823,-49.1939,-11.1699,0
254.0,-57.6552,-16.5323,-49.5598,-10.6617,0
254.5,-57.9850,-16.0807,-49.9289,-10.1563,0
255.0,-58.3208,-15.6270,-50.3007,-9.6539,0
255.5,-58.6623,-15.1711,-50.6748,-9.1546,0
256.0,-59.0094,-14.7127,-51.0504,-8.6584,0
256.5,-59.3617,-14.2515,-51.4271,-8.1653,0
257.0,-59.7191,-13.7872,-51.8042,-7.6753,0
257.5,-60.0811,-13.3197,-52.1813,-7.1884,0
258.0,-60.4475,-12.8485,-52.5577,-6.7042,0
258.5,-60.8177,-12.3735,-52.9330,-6.2229,0
259.0,-61.1915,-11.8944,-53.3065,-5.7441,0
259.5,-61.5683,-11.4110,-53.6777,-5.2678,0
260.0,-61.9476,-10.9230,-54.0462,-4.7938,0
260.5,-62.3288,-10.4303,-54.4113,-4.3219,0
261.0,-62.7115,-9.9325,-54.7726,-3.8520,0
261.5,-63.0950,-9.4296,-55.1295,-3.3839,0
262.0,-63.4787,-8.9214,-55.4815,-2.9177,0
262.5,-63.8620,-8.4076,-55.8282,-2.4530,0
263.0,-64.2443,-7.8882,-56.1690,-1.9899,0
263.5,-64.6247,-7.3631,-56.5034,-1.5283,0
264.0,-65.0028,-6.8321,-56.8310,-1.0682,0
264.5,-65.3777,-6.2952,-57.1513,-0.6095,0
265.0,-65.7489,-5.7523,-57.4639,-0.1522,0
265.5,-66.1155,-5.2034,-57.7684,0.3035,0
266.0,-66.4768,-4.6485,-58.0642,0.7578,0
266.5,-66.8323,-4.0876,-58.3511,1.2105,0
267.0,-67.1811,-3.5208,-58.6287,1.6616,0
267.5,-67.5226,-2.9481,-58.8966,2.1108,0
268.0,-67.8561,-2.3696,-59.1546,2.5583,0
268.5,-68.1809,-1.7854,-59.4023,3.0038,0
269.0,-68.4963,-1.1956,-59.6395,3.4472,0
269.5,-68.8019,-0.6004,-59.8660,3.8884,0
270.0,-69.0968,-0.0000,-60.0816,4.3274,0
270.5,-69.3805,0.6055,-60.2862,4.7640,0
271.0,-69.6526,1.2158,-60.4797,5.1981,0
271.5,-69.9123,1.8307,-60.6620,5.6297,0
272.0,-70.1593,2.4500,-60.8332,6.0587,0
272.5,-70.3931,3.0734,-60.9931,6.4852,0
273.0,-70.6132,3.7007,-61.1418,6.9091,0
273.5,-70.8192,4.3315,-61.2795,7.3305,0
274.0,-71.0107,4.9656,-61.4061,7.7496,0
274.5,-71.1875,5.6026,-61.5218,8.1664,0
275.0,-71.3493,6.2423,-61.6267,8.5811,0
275.5,-71.4958,6.8843,-61.7209,8.9940,0
276.0,-71.6268,7.5283,-61.8046,9.4053,0
276.5,-71.7422,8.1740,-61.8779,9.8153,0
277.0,-71.8419,8.8211,-61.9409,10.2245,0
277.5,-71.9258,9.4692,-61.9938,10.6330,0
278.0,-71.9939,10.1181,-62.0367,11.0415,0
278.5,-72.0462,10.7674,-62.0696,11.4502,0
279.0,-72.0829,11.4168,-62.0927,11.8597,0
279.5,-72.1039,12.0660,-62.1060,12.2704,0
280.0,-72.1094,12.7148,-62.1095,12.6828,0
280.5,-72.0998,13.3629,-62.1033,13.0973,0
281.0,-72.0751,14.0100,-62.0874,13.5145,0
281.5,-72.0357,14.6558,-62.0618,13.9348,0
282.0,-71.9819,15.3002,-62.0264,14.3586,0
282.5,-71.9141,15.9430,-61.9812,14.7864,0
283.0,-71.8326,16.5839,-61.9262,15.2185,0
283.5,-71.7379,17.2227,-61.8614,15.6554,0
284.0,-71.6303,17.8594,-61.7868,16.0974,0
284.5,-71.5105,18.4939,-61.7023,16.5448,0
285.0,-71.3788,19.1259,-61.6079,16.9978,0
285.5,-71.2359,19.7555,-61.5036,17.4569,0
286.0,-71.0822,20.3825,-61.3896,17.9221,0
286.5,-70.9184,21.0070,-61.2658,18.3938,0
287.0,-70.7450,21.6289,-61.1325,18.8721,0
287.5,-70.5626,22.2483,-60.9896,19.3572,0
288.0,-70.3718,22.8652,-60.8374,19.8492,0
288.5,-70.1733,23.4796,-60.6762,20.3483,0
289.0,-69.9676,24.0918,-60.5060,20.8546,0
289.5,-69.7554,24.7017,-60.3273,21.3683,0
290.0,-69.5373,25.3095,-60.1403,21.8893,0
290.5,-69.3137,25.9153,-59.9470,22.4133,0
291.0,-69.0850,26.5192,-59.7491,22.9355,0
291.5,-68.8509,27.1211,-59.5467,23.4561,0
292.0,-68.6116,27.7209,-59.3398,23.9748,0
292.5,-68.3671,28.3186,-59.1283,24.4917,0
293.0,-68.1174,28.9141,-58.9123,25.0068,0
293.5,-67.8624,29.5074,-58.6918,25.5199,0
294.0,-67.6024,30.0985,-58.4669,26.0311,0
294.5,-67.3371,30.6873,-58.2375,26.5404,0
295.0,-67.0668,31.2738,-58.0037,27.0476,0
295.5,-66.7913,31.8578,-57.7655,27.5527,0
296.0,-66.5108,32.4395,-57.5228,28.0558,0
296.5,-66.2251,33.0186,-57.2758,28.5567,0
297.0,-65.9345,33.5953,-57.0244,29.0554,0
297.5,-65.6388,34.1694,-56.7687,29.5519,0
298.0,-65.3381,34.7409,-56.5086,30.0462,0
298.5,-65.0325,35.3097,-56.2443,30.5382,0
299.0,-64.7219,35.8759,-55.9757,31.0278,0
299.5,-64.4063,36.4393,-55.7028,31.5151,0
300.0,-64.0859,37.0000,-55.4256,32.0000,0
300.5,-63.7606,37.5578,-55.1443,32.4825,0
301.0,-63.4304,38.1128,-54.8587,32.9624,0
301.5,-63.0954,38.6649,-54.5690,33.4399,0
302.0,-62.7556,39.2140,-54.2751,33.9148,0
302.5,-62.4110,39.7602,-53.9771,34.3872,0
303.0,-62.0616,40.3033,-53.6749,34.8569,0
303.5,-61.7076,40.8433,-53.3687,35.3240,0
304.0,-61.3488,41.3803,-53.0584,35.7883,0
304.5,-60.9853,41.9141,-52.7441,36.2500,0
305.0,-60.6173,42.4447,-52.4257,36.7089,0
305.5,-60.2445,42.9720,-52.1034,37.1650,0
306.0,-59.8673,43.4961,-51.7771,37.6183,0
306.5,-59.4854,44.0169,-51.4468,38.0687,0
307.0,-59.0990,44.5343,-51.1127,38.5162,0
307.5,-58.7081,45.0483,-50.7746,38.9607,0
308.0,-58.3128,45.5589,-50.4327,39.4023,0
308.5,-57.9130,46.0661,-50.0869,39.8409,0
309.0,-57.5088,46.5697,-49.7373,40.2765,0
309.5,-57.1002,47.0698,-49.3840,40.7090,0
310.0,-56.6873,47.5663,-49.0268,41.1384,0
310.5,-56.2700,48.0592,-48.6660,41.5647,0
311.0,-55.8485,48.5484,-48.3014,41.9878,0
311.5,-55.4227,49.0339,-47.9332,42.4077,0
312.0,-54.9927,49.5157,-47.5613,42.8244,0
312.5,-54.5585,49.9937,-47.1857,43.2378,0
313.0,-54.1202,50.4679,-46.8066,43.6479,0
313.5,-53.6777,50.9382,-46.4240,44.0547,0
314.0,-53.2311,51.4047,-46.0377,44.4581,0
314.5,-52.7805,51.8673,-45.6480,44.8582,0
315.0,-52.3259,52.3259,-45.2548,45.2548,0
315.5,-51.8673,52.7805,-44.8582,45.6480,0
316.0,-51.4047,53.2311,-44.4581,46.0377,0
316.5,-50.9382,53.6777,-44.0547,46.4240,0
317.0,-50.4679,54.1202,-43.6479,46.8066,0
317.5,-49.9937,54.5585,-43.2378,47.1857,0
318.0,-49.5157,54.9927,-42.8244,47.5613,0
318.5,-49.0339,55.4227,-42.4077,47.9332,0
319.0,-48.5484,55.8485,-41.9878,48.3014,0
319.5,-48.0592,56.2700,-41.5647,48.6660,0
320.0,-47.5663,56.6873,-41.1385,49.0268,0
320.5,-47.0696,57.1000,-40.7186,49.3757,0
321.0,-46.5684,57.5071,-40.3142,49.7042,0
321.5,-46.0616,57.9073,-39.9248,50.0117,0
322.0,-45.5484,58.2993,-39.5499,50.2981,0
322.5,-45.0280,58.6816,-39.1889,50.5634,0
323.0,-44.4996,59.0530,-38.8413,50.8078,0
323.5,-43.9627,59.4121,-38.5065,51.0318,0
324.0,-43.4165,59.7577,-38.1838,51.2360,0
324.5,-42.8606,60.0883,-37.8724,51.4213,0
325.0,-42.2946,60.4029,-37.5712,51.5887,0
325.5,-41.7181,60.7002,-37.2792,51.7393,0
326.0,-41.1308,60.9790,-36.9949,51.8744,0
326.5,-40.5327,61.2383,-36.7167,51.9950,0
327.0,-39.9237,61.4770,-36.4428,52.1024,0
327.5,-39.3036,61.6944,-36.1710,52.1977,0
328.0,-38.6728,61.8894,-35.8993,52.2817,0
328.5,-38.0313,62.0615,-35.6253,52.3552,0
329.0,-37.3795,62.2099,-35.3467,52.4187,0
329.5,-36.7176,62.3341,-35.0612,52.4722,0
330.0,-36.0461,62.4337,-34.7665,52.5159,0
330.5,-35.3656,62.5085,-34.4607,52.5495,0
331.0,-34.6765,62.5581,-34.1419,52.5724,0
331.5,-33.9796,62.5827,-33.8086,52.5841,0
332.0,-33.2755,62.5822,-33.4594,52.5838,0
332.5,-32.5650,62.5567,-33.0934,52.5707,0
333.0,-31.8488,62.5068,-32.7101,52.5439,0
333.5,-31.1278,62.4326,-32.3090,52.5026,0
334.0,-30.4028,62.3349,-31.8900,52.4461,0
334.5,-29.6747,62.2143,-31.4535,52.3738,0
335.0,-28.9444,62.0715,-30.9998,52.2850,0
335.5,-28.2129,61.9075,-30.5295,52.1795,0
336.0,-27.4810,61.7233,-30.0434,52.0571,0
336.5,-26.7496,61.5199,-29.5423,51.9178,0
337.0,-26.0197,61.2986,-29.0272,51.7616,0
337.5,-25.2921,61.0606,-28.4992,51.5888,0
338.0,-24.5678,60.8073,-27.9591,51.3999,0
338.5,-23.8474,60.5402,-27.4080,51.1955,0
339.0,-23.1319,60.2606,-26.8469,50.9763,0
339.5,-22.4219,59.9702,-26.2767,50.7430,0
340.0,-21.7183,59.6705,-25.6982,50.4966,0
340.5,-21.0216,59.3631,-25.1122,50.2380,0
341.0,-20.3324,59.0497,-24.5193,49.9684,0
341.5,-19.6514,58.7318,-23.9202,49.6887,0
342.0,-18.9790,58.4112,-23.3152,49.4003,0
342.5,-18.3155,58.0894,-22.7046,49.1041,0
343.0,-17.6615,57.7681,-22.0887,48.8015,0
343.5,-17.0171,57.4488,-21.4674,48.4937,0
344.0,-16.3826,57.1330,-20.8407,48.1817,0
344.5,-15.7582,56.8223,-20.2083,47.8670,0
345.0,-15.1439,56.5179,-19.5699,47.5507,0
345.5,-14.5398,56.2213,-18.9251,47.2341,0
346.0,-13.9458,55.9337,-18.2733,46.9186,0
346.5,-13.3619,55.6563,-17.6139,46.6053,0
347.0,-12.7878,55.3900,-16.9463,46.2957,0
347.5,-12.2234,55.1360,-16.2699,45.9913,0
348.0,-11.6683,54.8949,-15.5842,45.6936,0
348.5,-11.1223,54.6676,-14.8887,45.4041,0
349.0,-10.5849,54.4547,-14.1833,45.1245,0
349.5,-10.0559,54.2565,-13.4680,44.8567,0
350.0,-9.5346,54.0736,-12.7433,44.6023,0
350.5,-9.0208,53.9060,-12.0100,44.3632,0
351.0,-8.5138,53.7538,-11.2696,44.1411,0
351.5,-8.0131,53.6171,-10.5239,43.9375,0
352.0,-7.5183,53.4956,-9.7754,43.7537,0
352.5,-7.0288,53.3890,-9.0269,43.5906,0
353.0,-6.5440,53.2968,-8.2818,43.4489,0
353.5,-6.0635,53.2185,-7.5436,43.3286,0
354.0,-5.5866,53.1533,-6.8161,43.2291,0
354.5,-5.1130,53.1004,-6.1031,43.1496,0
355.0,-4.6421,53.0590,-5.4081,43.0884,0
355.5,-4.1734,53.0279,-4.7346,43.0437,0
356.0,-3.7065,53.0060,-4.0855,43.0132,0
356.5,-3.2411,52.9922,-3.4634,42.9946,0
357.0,-2.7768,52.9849,-2.8706,42.9854,0
357.5,-2.3133,52.9830,-2.3087,42.9830,0
358.0,-1.8503,52.9849,-1.7790,42.9851,0
358.5,-1.3876,52.9891,-1.2828,42.9897,0
359.0,-0.9250,52.9941,-0.8206,42.9946,0
359.5,-0.4625,52.9983,-0.3930,42.9985,0
